club_id,game_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
1049,2594499,1,8,Nuno Espírito Santo,2448,0,17,Abelardo,Away,1
16,2581991,0,2,Thomas Tuchel,24,1,15,Niko Kovac,Away,0
39,2581990,3,5,Martin Schmidt,79,1,17,Jürgen Kramny,Away,1
418,2594479,0,10,Rafael Benítez,2448,0,15,Abelardo,Away,0
82,2581989,1,8,Dieter Hecking,41,0,12,Bruno Labbadia,Away,1
167,2581987,1,11,Markus Weinzierl,33,1,7,André Breitenreiter,Away,0
44,2581980,1,5,Pál Dárdai,15,2,3,Roger Schmidt,Away,0
79,2581982,2,17,Jürgen Kramny,86,6,15,Viktor Skrypnyk,Away,0
105,2581994,2,13,Dirk Schuster,44,1,6,Pál Dárdai,Away,1
41,2581985,0,11,Bruno Labbadia,39,0,7,Martin Schmidt,Away,0
368,2594472,0,9,Unai Emery,1084,0,14,Javi Gracia,Away,0
940,2594474,2,2,Eduardo Berizzo,3368,1,16,Lucas Alcaraz,Away,1
15,2581988,1,3,Roger Schmidt,18,2,4,André Schubert,Away,0
86,2581992,0,16,Viktor Skrypnyk,3,0,9,Peter Stöger,Away,0
39,2581974,1,6,Martin Schmidt,24,2,17,Niko Kovac,Away,0
15,2581969,3,3,Roger Schmidt,33,2,7,André Breitenreiter,Away,1
42,2581977,2,18,Daniel Stendel,4795,2,9,Ralph Hasenhüttl,Away,0
27,2581976,2,1,Pep Guardiola,44,0,4,Pál Dárdai,Away,1
105,2581975,1,13,Dirk Schuster,3,4,8,Peter Stöger,Away,0
24,2581986,2,16,Niko Kovac,105,1,14,Dirk Schuster,Away,1
533,2581970,1,14,Julian Nagelsmann,18,3,5,André Schubert,Away,0
86,2581972,1,16,Viktor Skrypnyk,41,2,11,Bruno Labbadia,Away,0
33,2581983,3,6,André Breitenreiter,42,1,18,Daniel Stendel,Away,1
3,2581981,0,8,Peter Stöger,167,0,12,Markus Weinzierl,Away,0
82,2581979,1,10,Dieter Hecking,16,5,2,Thomas Tuchel,Away,0
3,2581967,3,10,Peter Stöger,39,2,6,Martin Schmidt,Away,1
167,2581971,2,12,Markus Weinzierl,82,0,10,Dieter Hecking,Away,1
44,2581966,1,4,Pál Dárdai,533,2,13,Julian Nagelsmann,Away,0
4795,2581984,1,9,Ralph Hasenhüttl,533,2,13,Julian Nagelsmann,Away,0
82,2581964,2,8,Dieter Hecking,86,3,16,Viktor Skrypnyk,Away,0
33,2581960,0,7,André Breitenreiter,27,3,1,Pep Guardiola,Away,0
18,2581965,0,5,André Schubert,42,2,18,Daniel Stendel,Away,0
16,2581951,2,2,Thomas Tuchel,33,2,7,André Breitenreiter,Away,0
24,2581962,0,17,Niko Kovac,15,3,3,Roger Schmidt,Away,0
18,2581959,0,5,André Schubert,4795,1,9,Ralph Hasenhüttl,Away,0
79,2581963,0,15,Jürgen Kramny,167,1,14,Markus Weinzierl,Away,0
167,2581955,2,15,Markus Weinzierl,86,1,16,Viktor Skrypnyk,Away,1
27,2581954,3,1,Pep Guardiola,79,1,12,Jürgen Kramny,Away,1
39,2581952,1,6,Martin Schmidt,82,1,8,Dieter Hecking,Away,0
105,2581953,2,13,Dirk Schuster,41,1,10,Bruno Labbadia,Away,1
42,2581958,2,18,Daniel Stendel,44,2,3,Pál Dárdai,Away,0
41,2581961,0,12,Bruno Labbadia,16,3,2,Thomas Tuchel,Away,0
44,2581945,0,3,Pál Dárdai,18,5,4,André Schubert,Away,0
3,2581947,1,11,Peter Stöger,533,1,14,Julian Nagelsmann,Away,0
79,2581950,2,12,Jürgen Kramny,105,2,13,Dirk Schuster,Away,0
33,2581949,0,7,André Breitenreiter,4795,3,9,Ralph Hasenhüttl,Away,0
533,2581956,2,14,Julian Nagelsmann,24,0,17,Niko Kovac,Away,1
86,2581943,2,15,Viktor Skrypnyk,16,3,2,Thomas Tuchel,Away,0
18,2581978,1,4,André Schubert,27,1,1,Pep Guardiola,Away,0
24,2581942,0,17,Niko Kovac,27,1,1,Pep Guardiola,Away,0
15,2581936,2,6,Roger Schmidt,79,0,11,Jürgen Kramny,Away,1
16,2581973,3,2,Thomas Tuchel,79,0,15,Jürgen Kramny,Away,1
4795,2581941,1,10,Ralph Hasenhüttl,44,2,3,Pál Dárdai,Away,0
27,2581940,1,1,Pep Guardiola,3,0,9,Peter Stöger,Away,1
39,2581938,1,7,Martin Schmidt,86,1,14,Viktor Skrypnyk,Away,0
82,2581944,0,8,Dieter Hecking,15,3,5,Roger Schmidt,Away,0
4795,2581968,0,9,Ralph Hasenhüttl,105,2,11,Dirk Schuster,Away,0
105,2581934,1,13,Dirk Schuster,82,1,8,Dieter Hecking,Away,0
167,2581948,2,16,Markus Weinzierl,39,4,6,Martin Schmidt,Away,0
41,2581920,0,12,Bruno Labbadia,15,1,7,Roger Schmidt,Away,0
15,2581957,2,4,Roger Schmidt,3,0,11,Peter Stöger,Away,1
86,2581918,0,15,Viktor Skrypnyk,27,5,1,Pep Guardiola,Away,0
79,2581925,3,11,Jürgen Kramny,4795,3,10,Ralph Hasenhüttl,Away,0
16,2581937,3,2,Thomas Tuchel,167,1,15,Markus Weinzierl,Away,1
533,2581935,3,16,Julian Nagelsmann,41,1,12,Bruno Labbadia,Away,1
3,2581922,2,9,Peter Stöger,42,0,18,Thomas Schaaf,Away,1
41,2581946,3,10,Bruno Labbadia,42,0,18,Thomas Schaaf,Away,1
33,2581923,0,5,André Breitenreiter,44,2,3,Pál Dárdai,Away,0
82,2581924,0,8,Dieter Hecking,533,1,17,Julian Nagelsmann,Away,0
105,2581911,0,15,Dirk Schuster,39,0,5,Martin Schmidt,Away,0
167,2581926,2,13,Markus Weinzierl,105,2,14,Dirk Schuster,Away,0
33,2581910,3,4,André Breitenreiter,3,1,12,Peter Stöger,Away,1
27,2581903,0,1,Pep Guardiola,16,0,2,Thomas Tuchel,Away,0
15,2581907,3,8,Markus Krösche,167,3,14,Markus Weinzierl,Away,0
533,2581906,1,17,Julian Nagelsmann,79,5,11,Jürgen Kramny,Away,0
39,2581919,0,6,Martin Schmidt,16,2,2,Thomas Tuchel,Away,0
18,2581904,1,6,André Schubert,82,2,7,Dieter Hecking,Away,0
16,2581896,2,2,Thomas Tuchel,105,0,14,Dirk Schuster,Away,1
167,2581894,1,13,Markus Weinzierl,533,2,17,Julian Nagelsmann,Away,0
79,2581891,0,12,Jürgen Kramny,18,4,4,André Schubert,Away,0
24,2581921,0,16,Niko Kovac,18,3,4,André Schubert,Away,0
24,2581893,0,16,Armin Veh,44,2,3,Pál Dárdai,Away,0
44,2581905,0,3,Pál Dárdai,41,2,10,Bruno Labbadia,Away,0
42,2581908,1,18,Thomas Schaaf,86,4,13,Viktor Skrypnyk,Away,0
3,2581895,1,10,Peter Stöger,4795,1,9,Ralph Hasenhüttl,Away,0
82,2581892,4,8,Dieter Hecking,42,0,18,Thomas Schaaf,Away,1
33,2581873,0,7,André Breitenreiter,24,0,15,Armin Veh,Away,0
15,2581875,1,6,Markus Krösche,39,3,5,Martin Schmidt,Away,0
42,2581939,0,18,Thomas Schaaf,24,1,17,Niko Kovac,Away,0
18,2581871,2,4,André Schubert,167,2,13,Markus Weinzierl,Away,0
86,2581890,4,15,Viktor Skrypnyk,15,1,7,Markus Krösche,Away,1
18,2581933,1,5,André Schubert,33,2,4,André Breitenreiter,Away,0
4795,2581869,1,9,Ralph Hasenhüttl,41,1,11,Bruno Labbadia,Away,0
27,2581868,2,1,Pep Guardiola,82,0,8,Dieter Hecking,Away,1
42,2581870,2,18,Thomas Schaaf,79,1,12,Jürgen Kramny,Away,1
44,2581874,1,3,Pál Dárdai,3,0,10,Peter Stöger,Away,1
4795,2581909,1,9,Ralph Hasenhüttl,24,1,16,Armin Veh,Away,0
79,2581853,1,11,Jürgen Kramny,33,1,6,André Breitenreiter,Away,0
86,2581860,0,16,Viktor Skrypnyk,4795,2,10,Ralph Hasenhüttl,Away,0
82,2581858,1,8,Dieter Hecking,44,1,3,Pál Dárdai,Away,0
3,2581855,0,9,Peter Stöger,18,1,5,André Schubert,Away,0
39,2581888,2,5,Martin Schmidt,27,1,1,Pep Guardiola,Away,1
167,2581857,1,13,Markus Weinzierl,42,0,18,Thomas Schaaf,Away,1
39,2581859,2,7,Martin Schmidt,533,3,17,Julian Nagelsmann,Away,0
16,2581854,1,2,Thomas Tuchel,15,0,4,Roger Schmidt,Away,1
27,2581847,3,1,Pep Guardiola,167,1,14,Markus Weinzierl,Away,1
24,2581849,1,15,Armin Veh,3,3,9,Peter Stöger,Away,0
41,2581856,0,12,Bruno Labbadia,24,0,15,Armin Veh,Away,0
18,2581845,2,7,André Schubert,41,3,11,Bruno Labbadia,Away,0
44,2581846,0,4,Pál Dárdai,79,2,10,Jürgen Kramny,Away,0
4795,2581844,0,12,Ralph Hasenhüttl,82,2,8,Dieter Hecking,Away,0
533,2581867,1,17,Julian Nagelsmann,16,3,2,Thomas Tuchel,Away,0
105,2581872,2,14,Dirk Schuster,86,2,16,Viktor Skrypnyk,Away,0
105,2581829,2,11,Dirk Schuster,533,0,17,Huub Stevens,Away,1
3,2581825,1,9,Peter Stöger,41,1,13,Bruno Labbadia,Away,0
27,2581823,0,1,Pep Guardiola,15,0,5,Roger Schmidt,Away,0
105,2581852,1,14,Dirk Schuster,27,3,1,Pep Guardiola,Away,0
16,2581828,0,2,Thomas Tuchel,44,0,3,Pál Dárdai,Away,0
33,2581850,1,5,André Breitenreiter,39,2,6,Martin Schmidt,Away,0
167,2581830,1,14,Markus Weinzierl,4795,2,10,Ralph Hasenhüttl,Away,0
82,2581822,0,8,Dieter Hecking,33,3,4,André Breitenreiter,Away,0
41,2581889,2,11,Bruno Labbadia,33,3,6,André Breitenreiter,Away,0
86,2581824,1,16,Viktor Skrypnyk,18,5,6,André Schubert,Away,0
3,2581810,1,9,Peter Stöger,82,1,7,Dieter Hecking,Away,0
41,2581811,1,11,Bruno Labbadia,79,2,15,Jürgen Kramny,Away,0
42,2581843,0,18,Thomas Schaaf,16,1,2,Thomas Tuchel,Away,0
44,2581813,3,3,Pál Dárdai,86,3,16,Viktor Skrypnyk,Away,0
24,2581812,0,13,Armin Veh,167,0,12,Markus Weinzierl,Away,0
42,2581809,0,18,Thomas Schaaf,15,3,4,Roger Schmidt,Away,0
4795,2581808,0,10,Ralph Hasenhüttl,16,2,2,Thomas Tuchel,Away,0
18,2581814,0,6,André Schubert,39,1,8,Martin Schmidt,Away,0
86,2581786,3,16,Viktor Skrypnyk,33,1,6,André Breitenreiter,Away,1
82,2581789,2,7,Dieter Hecking,24,3,14,Armin Veh,Away,0
16,2581787,3,2,Thomas Tuchel,18,1,4,André Schubert,Away,1
39,2581794,0,8,Martin Schmidt,4795,1,10,Ralph Hasenhüttl,Away,0
15,2581793,1,5,Roger Schmidt,533,1,17,Huub Stevens,Away,0
33,2581815,2,5,André Breitenreiter,105,0,14,Dirk Schuster,Away,1
79,2581826,4,12,Jürgen Kramny,24,2,15,Armin Veh,Away,1
79,2581790,3,15,Jürgen Kramny,3,1,9,Peter Stöger,Away,1
105,2581791,2,12,Dirk Schuster,42,1,18,Thomas Schaaf,Away,1
39,2581827,1,7,Martin Schmidt,42,0,18,Thomas Schaaf,Away,1
167,2581792,0,13,Markus Weinzierl,44,0,3,Pál Dárdai,Away,0
105,2581778,2,13,Dirk Schuster,18,3,4,André Schubert,Away,0
39,2581784,0,8,Martin Schmidt,44,2,3,Pál Dárdai,Away,0
15,2581785,1,5,Roger Schmidt,4795,0,11,Ralph Hasenhüttl,Away,1
533,2581848,1,17,Julian Nagelsmann,86,1,16,Viktor Skrypnyk,Away,0
27,2581783,1,1,Pep Guardiola,42,0,17,Michael Frontzeck,Away,1
86,2581781,1,16,Viktor Skrypnyk,24,2,14,Armin Veh,Away,0
27,2581788,2,1,Pep Guardiola,41,1,11,Bruno Labbadia,Away,1
533,2581777,0,18,Huub Stevens,33,1,6,André Breitenreiter,Away,0
82,2581780,1,7,Dieter Hecking,79,3,15,Jürgen Kramny,Away,0
33,2581766,1,8,André Breitenreiter,167,2,13,Markus Weinzierl,Away,0
15,2581851,2,3,Roger Schmidt,105,1,13,Dirk Schuster,Away,1
44,2581770,4,3,Pál Dárdai,105,0,12,Dirk Schuster,Away,1
533,2581807,0,17,Huub Stevens,27,2,1,Pep Guardiola,Away,0
3,2581767,1,10,Peter Stöger,86,1,14,Viktor Skrypnyk,Away,0
42,2581768,0,16,Michael Frontzeck,533,1,17,Huub Stevens,Away,0
79,2581769,0,18,Jürgen Kramny,39,0,7,Martin Schmidt,Away,0
4795,2581762,0,11,Ralph Hasenhüttl,27,2,1,Pep Guardiola,Away,0
167,2581779,1,12,Markus Weinzierl,41,0,10,Bruno Labbadia,Away,1
105,2581758,1,12,Dirk Schuster,24,0,13,Armin Veh,Away,1
86,2581757,1,15,Viktor Skrypnyk,79,1,17,Jürgen Kramny,Away,0
39,2581756,3,7,Martin Schmidt,41,1,9,Bruno Labbadia,Away,1
27,2581754,1,1,Pep Guardiola,18,3,3,André Schubert,Away,0
16,2581782,1,2,Thomas Tuchel,3,2,9,Peter Stöger,Away,0
18,2581764,0,5,André Schubert,15,5,6,Roger Schmidt,Away,0
24,2581763,1,15,Armin Veh,16,4,2,Thomas Tuchel,Away,0
42,2581753,1,14,Michael Frontzeck,33,3,6,André Breitenreiter,Away,0
79,2581739,1,17,Jürgen Kramny,16,4,2,Thomas Tuchel,Away,0
167,2581759,1,16,Markus Weinzierl,3,0,10,Peter Stöger,Away,1
16,2581755,2,2,Thomas Tuchel,82,1,5,Dieter Hecking,Away,1
82,2581741,0,3,Dieter Hecking,167,0,16,Markus Weinzierl,Away,0
33,2581740,1,8,André Breitenreiter,15,1,6,Roger Schmidt,Away,0
44,2581738,0,5,Pál Dárdai,27,2,1,Pep Guardiola,Away,0
41,2581742,3,7,Bruno Labbadia,86,1,15,Viktor Skrypnyk,Away,1
105,2581731,1,13,Dirk Schuster,4795,3,8,Ralph Hasenhüttl,Away,0
18,2581744,3,4,André Schubert,533,3,18,Huub Stevens,Away,0
27,2581723,3,1,Pep Guardiola,33,1,7,André Breitenreiter,Away,1
3,2581746,0,10,Peter Stöger,105,0,12,Dirk Schuster,Away,0
167,2581727,4,17,Markus Weinzierl,79,0,16,Alexander Zorniger,Away,1
39,2581729,0,11,Martin Schmidt,3,0,9,Peter Stöger,Away,0
15,2581728,3,6,Roger Schmidt,24,1,12,Armin Veh,Away,1
41,2581765,1,9,Bruno Labbadia,82,1,4,Dieter Hecking,Away,0
15,2581760,1,8,Roger Schmidt,44,2,4,Pál Dárdai,Away,0
16,2581726,1,2,Thomas Tuchel,41,3,10,Bruno Labbadia,Away,0
86,2581718,2,14,Viktor Skrypnyk,167,1,18,Markus Weinzierl,Away,1
41,2581722,1,11,Bruno Labbadia,105,1,13,Dirk Schuster,Away,0
82,2581721,0,3,Dieter Hecking,39,2,9,Martin Schmidt,Away,0
24,2581720,0,12,Armin Veh,533,0,17,Huub Stevens,Away,0
4795,2581717,0,10,Ralph Hasenhüttl,18,0,6,André Schubert,Away,0
3,2581716,2,7,Peter Stöger,15,1,8,Roger Schmidt,Away,1
79,2581714,0,16,Alexander Zorniger,27,4,1,Pep Guardiola,Away,0
44,2581719,3,4,Pál Dárdai,42,1,15,Michael Frontzeck,Away,1
533,2581761,1,18,Huub Stevens,4795,1,11,Ralph Hasenhüttl,Away,0
42,2581701,2,14,Michael Frontzeck,41,1,10,Bruno Labbadia,Away,1
105,2581702,0,13,Dirk Schuster,79,2,15,Alexander Zorniger,Away,0
15,2581700,1,7,Roger Schmidt,82,2,3,Dieter Hecking,Away,0
24,2581745,1,13,Armin Veh,39,2,9,Martin Schmidt,Away,0
4795,2581743,0,11,Ralph Hasenhüttl,42,4,14,Michael Frontzeck,Away,0
16,2581704,3,2,Thomas Tuchel,86,1,16,Viktor Skrypnyk,Away,1
533,2581706,0,17,Huub Stevens,3,0,9,Peter Stöger,Away,0
4795,2581699,1,8,Ralph Hasenhüttl,33,1,4,André Breitenreiter,Away,0
27,2581705,0,1,Pep Guardiola,24,0,11,Armin Veh,Away,0
33,2581693,1,3,André Breitenreiter,18,3,7,André Schubert,Away,0
44,2581697,1,5,Pál Dárdai,4795,0,8,Ralph Hasenhüttl,Away,1
82,2581698,1,4,Dieter Hecking,105,0,11,Dirk Schuster,Away,1
39,2581703,3,12,Martin Schmidt,167,3,18,Markus Weinzierl,Away,0
24,2581694,2,12,Armin Veh,42,1,15,Michael Frontzeck,Away,1
79,2581692,3,16,Alexander Zorniger,15,4,6,Roger Schmidt,Away,0
3,2581690,0,9,Peter Stöger,27,4,1,Pep Guardiola,Away,0
41,2581695,1,10,Bruno Labbadia,533,0,17,Markus Gisdol,Away,1
4795,2581678,0,8,Ralph Hasenhüttl,79,1,15,Alexander Zorniger,Away,0
86,2581725,0,14,Viktor Skrypnyk,82,6,3,Dieter Hecking,Away,0
167,2581691,1,18,Markus Weinzierl,16,5,2,Thomas Tuchel,Away,0
18,2581681,5,10,André Schubert,24,1,13,Armin Veh,Away,1
42,2581682,1,14,Michael Frontzeck,3,0,6,Peter Stöger,Away,1
27,2581680,1,1,Pep Guardiola,86,0,16,Viktor Skrypnyk,Away,1
15,2581677,0,7,Roger Schmidt,41,0,12,Bruno Labbadia,Away,0
533,2581730,0,18,Huub Stevens,44,1,4,Pál Dárdai,Away,0
18,2581707,4,5,André Schubert,44,1,6,Pál Dárdai,Away,1
16,2581683,2,2,Thomas Tuchel,39,0,11,Martin Schmidt,Away,1
16,2581666,1,2,Thomas Tuchel,27,5,1,Pep Guardiola,Away,0
105,2581679,2,9,Dirk Schuster,167,0,18,Markus Weinzierl,Away,1
44,2581675,1,5,Pál Dárdai,33,2,3,André Breitenreiter,Away,0
24,2581673,0,12,Armin Veh,4795,2,6,Ralph Hasenhüttl,Away,0
41,2581671,0,11,Bruno Labbadia,44,3,4,Pál Dárdai,Away,0
167,2581668,1,16,Markus Weinzierl,15,1,7,Roger Schmidt,Away,0
33,2581715,2,5,André Breitenreiter,16,3,2,Thomas Tuchel,Away,0
86,2581670,0,14,Viktor Skrypnyk,42,1,17,Michael Frontzeck,Away,0
82,2581669,0,9,Dieter Hecking,18,2,13,André Schubert,Away,0
39,2581674,3,8,Martin Schmidt,105,2,10,Dirk Schuster,Away,1
44,2581657,1,6,Pál Dárdai,24,1,11,Armin Veh,Away,0
533,2581676,2,17,Markus Gisdol,82,4,4,Dieter Hecking,Away,0
27,2581659,3,1,Pep Guardiola,39,0,12,Martin Schmidt,Away,1
15,2581656,3,5,Roger Schmidt,86,0,13,Viktor Skrypnyk,Away,1
105,2581651,2,9,Dirk Schuster,16,2,2,Thomas Tuchel,Away,0
18,2581654,3,14,André Schubert,79,1,17,Alexander Zorniger,Away,1
79,2581672,2,18,Alexander Zorniger,533,2,15,Markus Gisdol,Away,0
4795,2581658,1,8,Ralph Hasenhüttl,3,1,7,Peter Stöger,Away,0
16,2581648,1,2,Thomas Tuchel,533,1,17,Markus Gisdol,Away,0
33,2581653,1,3,André Breitenreiter,41,0,10,Bruno Labbadia,Away,1
167,2581645,2,14,Markus Weinzierl,18,4,16,André Schubert,Away,0
86,2581696,3,14,Viktor Skrypnyk,39,1,13,Martin Schmidt,Away,1
533,2581655,3,15,Markus Gisdol,167,1,16,Markus Weinzierl,Away,1
86,2581650,1,13,Viktor Skrypnyk,105,2,10,Dirk Schuster,Away,0
79,2581646,3,15,Alexander Zorniger,42,1,18,Michael Frontzeck,Away,1
3,2581667,3,5,Peter Stöger,33,0,3,André Breitenreiter,Away,1
42,2581724,1,15,Michael Frontzeck,18,2,5,André Schubert,Away,0
42,2581637,0,16,Michael Frontzeck,167,2,14,Markus Weinzierl,Away,0
41,2581649,1,6,Bruno Labbadia,4795,0,8,Ralph Hasenhüttl,Away,1
15,2581633,0,13,Roger Schmidt,16,3,1,Thomas Tuchel,Away,0
27,2581641,3,2,Pep Guardiola,105,0,12,Dirk Schuster,Away,1
18,2581639,0,18,Lucien Favre,3,1,5,Peter Stöger,Away,0
33,2581636,1,4,André Breitenreiter,79,0,17,Alexander Zorniger,Away,1
24,2581635,0,8,Armin Veh,41,0,10,Bruno Labbadia,Away,0
42,2581652,1,18,Michael Frontzeck,82,1,4,Dieter Hecking,Away,0
44,2581634,0,11,Pál Dárdai,82,2,3,Dieter Hecking,Away,0
86,2581199,3,6,Viktor Skrypnyk,533,1,15,Markus Gisdol,Away,1
24,2581643,0,12,Armin Veh,33,2,3,André Breitenreiter,Away,0
39,2581193,1,10,Martin Schmidt,33,2,5,André Breitenreiter,Away,0
79,2581198,1,17,Alexander Zorniger,44,2,7,Pál Dárdai,Away,0
16,2581197,4,1,Thomas Tuchel,42,2,16,Michael Frontzeck,Away,1
82,2581200,0,3,Dieter Hecking,4795,0,9,Ralph Hasenhüttl,Away,0
3,2581196,2,8,Peter Stöger,24,6,4,Armin Veh,Away,0
167,2581192,1,14,Markus Weinzierl,27,2,2,Pep Guardiola,Away,0
18,2581187,1,18,Lucien Favre,86,2,11,Viktor Skrypnyk,Away,0
105,2581194,1,11,Dirk Schuster,15,0,13,Roger Schmidt,Away,1
44,2581184,1,10,Pál Dárdai,16,3,1,Thomas Tuchel,Away,0
41,2581195,3,12,Bruno Labbadia,18,0,18,Lucien Favre,Away,1
3,2581647,0,7,Peter Stöger,44,2,5,Pál Dárdai,Away,0
533,2581190,0,14,Markus Gisdol,105,0,12,Dirk Schuster,Away,0
15,2581183,0,6,Roger Schmidt,27,3,2,Pep Guardiola,Away,0
82,2581642,1,4,Dieter Hecking,27,5,1,Pep Guardiola,Away,0
33,2581185,0,9,André Breitenreiter,82,3,3,Dieter Hecking,Away,0
4795,2581191,1,7,Ralph Hasenhüttl,167,0,15,Markus Weinzierl,Away,1
24,2581186,4,8,Armin Veh,79,1,17,Alexander Zorniger,Away,1
16,2581182,4,1,Thomas Tuchel,4795,0,9,Ralph Hasenhüttl,Away,1
41,2581188,1,13,Bruno Labbadia,3,2,4,Peter Stöger,Away,0
27,2581181,2,2,Pep Guardiola,533,1,16,Markus Gisdol,Away,1
15,2581179,1,3,Roger Schmidt,42,0,13,Michael Frontzeck,Away,1
82,2581178,1,6,Dieter Hecking,3,1,5,Peter Stöger,Away,0
533,2581640,1,15,Markus Gisdol,39,3,7,Martin Schmidt,Away,0
79,2581176,2,17,Alexander Zorniger,41,3,10,Bruno Labbadia,Away,0
3,2581152,3,4,Peter Stöger,79,1,15,Alexander Zorniger,Away,1
4795,2581638,1,6,Ralph Hasenhüttl,86,0,9,Viktor Skrypnyk,Away,1
86,2581180,1,15,Viktor Skrypnyk,44,1,7,Pál Dárdai,Away,0
18,2581148,0,17,Lucien Favre,16,4,2,Thomas Tuchel,Away,0
4795,2581154,1,8,Ralph Hasenhüttl,39,0,13,Martin Schmidt,Away,1
105,2581174,1,11,Dirk Schuster,33,1,4,André Breitenreiter,Away,0
39,2581175,2,8,Martin Schmidt,18,1,18,Lucien Favre,Away,1
44,2581155,1,7,Pál Dárdai,167,0,14,Markus Weinzierl,Away,1
41,2581147,0,18,Bruno Labbadia,27,5,1,Pep Guardiola,Away,0
42,2581153,2,9,Michael Frontzeck,105,2,10,Dirk Schuster,Away,0
39,2581644,0,9,Martin Schmidt,15,1,11,Roger Schmidt,Away,0
24,2581151,1,11,Armin Veh,82,2,6,Dieter Hecking,Away,0
42,2581189,0,16,Michael Frontzeck,39,3,5,Martin Schmidt,Away,0
2282,2668509,1,1,Michel Preud'homme,2727,0,16,Emilio Ferrera,Away,1
29228,2668507,0,13,Glen De Boeck,3508,3,6,Francky Dury,Away,0
2861,2668505,1,4,Yves Vanderhaeghe,1184,4,5,Peter Maes,Away,0
601,2668504,0,9,Karim Belhocine,58,3,3,Besnik Hasi,Away,0
475,2668502,0,15,Chris O'Loughlin,2282,3,1,Michel Preud'homme,Away,0
533,2581150,1,12,Markus Gisdol,15,2,5,Roger Schmidt,Away,0
167,2581177,1,14,Markus Weinzierl,24,1,12,Armin Veh,Away,0
3057,2668506,0,7,Yannick Ferrera,354,4,10,Aleksandar Jankovic,Away,0
3508,2668500,0,7,Francky Dury,601,1,8,Karim Belhocine,Away,0
354,2668501,0,10,Aleksandar Jankovic,28643,0,12,Stijn Vreven,Away,0
172,2668497,1,9,Felice Mazzù,2861,2,4,Yves Vanderhaeghe,Away,0
157,2668508,1,2,Hein Vanhaezebrouck,172,1,8,Felice Mazzù,Away,0
1184,2668503,1,5,Peter Maes,3057,2,6,Yannick Ferrera,Away,0
968,2668499,1,16,Bob Peeters,498,2,11,Georges Leekens,Away,0
58,2668498,1,3,Besnik Hasi,29228,2,13,Glen De Boeck,Away,0
28643,2668510,0,12,Stijn Vreven,968,1,15,Bob Peeters,Away,0
601,2662195,2,9,Karim Belhocine,354,0,10,Aleksandar Jankovic,Away,1
29228,2662194,2,15,Glen De Boeck,968,2,16,Bob Peeters,Away,0
33,2581149,3,3,André Breitenreiter,86,0,16,Viktor Skrypnyk,Away,1
2861,2662193,1,4,Yves Vanderhaeghe,2727,4,14,Emilio Ferrera,Away,0
3508,2662196,2,6,Francky Dury,475,1,13,Chris O'Loughlin,Away,1
498,2662192,1,12,Georges Leekens,157,3,2,Hein Vanhaezebrouck,Away,0
354,2662191,3,9,Aleksandar Jankovic,3508,2,7,Francky Dury,Away,1
58,2662190,0,3,Besnik Hasi,28643,1,13,Stijn Vreven,Away,0
2282,2662197,2,1,Michel Preud'homme,1184,3,5,Peter Maes,Away,0
475,2662187,0,12,Chris O'Loughlin,601,3,10,Karim Belhocine,Away,0
2727,2662186,1,16,Emilio Ferrera,29228,3,14,Glen De Boeck,Away,0
1184,2662188,0,5,Peter Maes,498,0,11,Georges Leekens,Away,0
172,2662185,0,6,Felice Mazzù,3057,3,8,Yannick Ferrera,Away,0
28643,2662199,3,11,Stijn Vreven,172,2,7,Felice Mazzù,Away,1
3057,2653916,0,8,Yannick Ferrera,968,2,14,Bob Peeters,Away,0
2282,2653915,2,2,Michel Preud'homme,2861,0,4,Yves Vanderhaeghe,Away,1
157,2662189,2,2,Hein Vanhaezebrouck,2861,5,4,Yves Vanderhaeghe,Away,0
3508,2653913,0,7,Francky Dury,58,3,3,Besnik Hasi,Away,0
601,2653911,1,10,Karim Belhocine,172,1,6,Felice Mazzù,Away,0
498,2653912,3,11,Georges Leekens,2727,3,15,Emilio Ferrera,Away,0
2861,2653909,1,4,Yves Vanderhaeghe,498,0,11,Georges Leekens,Away,1
475,2653908,2,10,Chris O'Loughlin,3057,1,8,Yannick Ferrera,Away,1
354,2653917,3,9,Aleksandar Jankovic,475,0,12,Chris O'Loughlin,Away,1
172,2653906,3,7,Felice Mazzù,3508,2,6,Francky Dury,Away,1
28643,2653914,1,13,Stijn Vreven,1184,6,5,Peter Maes,Away,0
968,2653904,1,16,Bob Peeters,601,1,9,Johan Walem,Away,0
1184,2653903,1,5,Peter Maes,29228,0,15,Glen De Boeck,Away,1
28643,2653901,1,13,Stijn Vreven,157,2,1,Hein Vanhaezebrouck,Away,0
498,2653900,1,9,Georges Leekens,2282,2,2,Michel Preud'homme,Away,0
3057,2662198,3,8,Yannick Ferrera,58,3,3,Besnik Hasi,Away,0
968,2662184,0,15,Bob Peeters,2282,6,1,Michel Preud'homme,Away,0
601,2653898,0,10,Johan Walem,1184,1,6,Peter Maes,Away,0
58,2653902,2,3,Besnik Hasi,354,2,12,Aleksandar Jankovic,Away,0
3508,2653896,2,5,Francky Dury,968,1,16,Bob Peeters,Away,1
157,2653907,0,1,Hein Vanhaezebrouck,2282,1,2,Michel Preud'homme,Away,0
2282,2653893,2,2,Michel Preud'homme,28643,1,13,Stijn Vreven,Away,1
