club_id,game_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
68608,2252854,1,-1,Mitchell van der Gaag,2421,0,-1,Nuno Sousa,Home,1
68608,2247453,1,-1,Mitchell van der Gaag,8827,1,-1,João de Deus,Home,0
8827,2258400,1,-1,João de Deus,2421,2,-1,Nuno Sousa,Home,0
60,2222539,1,11,Christian Streich,39,1,10,Thomas Tuchel,Home,0
2423,2264594,0,-1,Luís Miguel,1436,1,-1,Ulisses Morais,Home,0
3336,2264596,0,-1,José Vilaça,2995,1,-1,Paulo Fonseca,Home,0
3349,2264593,1,-1,Quim Machado,979,0,-1,Casquilha,Home,1
976,2264592,0,-1,Predrag Jokanovic,1465,1,-1,Marco Silva,Home,0
4814,2264591,1,-1,Filó,2424,1,-1,Paulo Alves,Home,0
10140,2264590,2,-1,Filipe Moreira,2990,0,-1,Pedro Emanuel,Home,1
3345,2264589,0,-1,Horácio Gonçalves,1085,1,-1,José Mota,Home,0
1436,2271101,2,-1,Ulisses Morais,2423,1,-1,Luís Miguel,Home,1
4814,2252855,1,-1,Filó,10140,1,-1,Filipe Moreira,Home,0
979,2271098,5,-1,Casquilha,3349,2,-1,Quim Machado,Home,1
2995,2271099,1,-1,Paulo Fonseca,3336,0,-1,José Vilaça,Home,1
2990,2271097,5,-1,Pedro Emanuel,10140,2,-1,Filipe Moreira,Home,1
2424,2271096,1,-1,Paulo Alves,4814,2,-1,Álvaro Magalhães,Home,0
2421,2264595,2,-1,Nuno Sousa,2425,3,-1,Nuno Espírito Santo,Home,0
1085,2271095,1,-1,José Mota,3345,1,-1,Horácio Gonçalves,Home,0
4750,2283397,0,-1,Manuel Cajuda,979,0,-1,Casquilha,Home,0
294,2283396,3,-1,Jorge Jesus,2990,2,-1,Pedro Emanuel,Home,1
2990,2283389,0,-1,Pedro Emanuel,4750,0,-1,Manuel Cajuda,Home,0
8024,2252853,2,-1,Vítor Oliveira,5227,1,-1,Paulo Pedro,Home,1
60,2231437,1,12,Christian Streich,86,2,7,Thomas Schaaf,Home,0
10140,2247452,4,-1,Filipe Moreira,8024,2,-1,Vítor Oliveira,Home,1
1301,2283395,0,-1,Pedro Martins,2425,1,-1,Nuno Espírito Santo,Home,0
336,2283394,1,-1,Jesualdo Ferreira,2995,0,-1,Paulo Fonseca,Home,1
979,2283388,1,-1,Casquilha,294,1,-1,Jorge Jesus,Home,0
2425,2271102,0,-1,Nuno Espírito Santo,2421,0,-1,João Eusébio,Home,0
1301,2283378,2,-1,Pedro Martins,336,2,-1,Frank Vercauteren,Home,0
1075,2283392,3,-1,José Peseiro,1436,0,-1,Ulisses Morais,Home,1
1465,2271100,1,-1,Marco Silva,976,1,-1,Predrag Jokanovic,Home,0
1436,2283385,2,-1,Ulisses Morais,2420,2,-1,Rui Vitória,Home,0
4814,2283377,0,-1,Álvaro Magalhães,1436,0,-1,Ulisses Morais,Home,0
4750,2283380,1,-1,Sérgio Conceição,294,2,-1,Jorge Jesus,Home,0
982,2283391,1,-1,Manuel Machado,1465,0,-1,Marco Silva,Home,1
720,2283390,1,-1,Vítor Pereira,1085,0,-1,José Mota,Home,1
2420,2283376,0,-1,Rui Vitória,1075,0,-1,José Peseiro,Home,0
979,2283381,2,-1,Casquilha,2990,2,-1,Pedro Emanuel,Home,0
2420,2283393,2,-1,Rui Vitória,4814,0,-1,Álvaro Magalhães,Home,1
982,2283374,0,-1,Manuel Machado,720,2,-1,Vítor Pereira,Home,0
1075,2286500,3,-1,José Peseiro,294,2,-1,Jorge Jesus,Home,1
1075,2312294,1,-1,José Peseiro,720,0,-1,Vítor Pereira,Home,1
2425,2283379,2,-1,Nuno Espírito Santo,2995,3,-1,Paulo Fonseca,Home,0
1465,2283382,2,-1,Marco Silva,720,2,-1,Vítor Pereira,Home,0
2421,2247454,1,-1,Nuno Sousa,976,1,-1,Predrag Jokanovic,Home,0
1269,2250468,4,11,Art Langeler,1268,2,9,Maurice Steijn,Home,1
403,2250467,2,18,Jurgen Streppel,1090,0,10,Gertjan Verbeek,Home,1
1465,2283375,0,-1,Marco Silva,1085,0,-1,José Mota,Home,0
499,2250466,0,4,Fred Rutten,1426,1,17,Ton Lokhoff,Home,0
720,2286499,4,-1,Vítor Pereira,2425,0,-1,Nuno Espírito Santo,Home,1
1304,2250463,1,11,Peter Bosz,317,1,6,Michel Jansen,Home,0
317,2250471,3,6,Michel Jansen,383,1,2,Dick Advocaat,Home,1
1090,2250460,4,10,Gertjan Verbeek,1269,0,14,Art Langeler,Home,1
192,2250465,1,16,Ruud Brood,306,0,8,Marco van Basten,Home,1
383,2250458,4,2,Dick Advocaat,467,2,13,Alex Pastoor,Home,1
235,2250459,3,15,Erwin Koeman,499,2,4,Fred Rutten,Home,1
1268,2250457,2,9,Maurice Steijn,234,0,3,Ronald Koeman,Home,1
499,2250454,3,4,Fred Rutten,403,1,18,Jurgen Streppel,Home,1
234,2250469,1,3,Ronald Koeman,132,0,13,Nebojsa Gudelj,Home,1
1269,2250455,1,13,Art Langeler,200,2,6,Jan Wouters,Home,0
234,2250452,6,3,Ronald Koeman,1304,0,9,Peter Bosz,Home,1
317,2250453,5,5,Michel Jansen,467,2,11,Alex Pastoor,Home,1
192,2250451,3,16,Ruud Brood,235,1,15,Erwin Koeman,Home,1
1268,2250448,1,10,Maurice Steijn,1426,1,17,Ton Lokhoff,Home,0
383,2250450,5,2,Dick Advocaat,202,2,8,Robert Maaskant,Home,1
1426,2250461,0,17,Ton Lokhoff,202,0,7,Robert Maaskant,Home,0
202,2250470,0,7,Robert Maaskant,610,2,1,Frank de Boer,Home,0
132,2250449,0,14,Nebojsa Gudelj,610,2,1,Frank de Boer,Home,0
234,2250443,2,3,Ronald Koeman,499,0,4,Fred Rutten,Home,1
200,2250444,3,6,Jan Wouters,132,0,13,Nebojsa Gudelj,Home,1
1426,2250446,2,17,Ton Lokhoff,317,2,5,Michel Jansen,Home,0
467,2250445,1,10,Alex Pastoor,1269,3,11,Art Langeler,Home,0
403,2250442,2,18,Jurgen Streppel,192,1,16,Ruud Brood,Home,1
1304,2250441,4,9,Peter Bosz,235,0,15,Erwin Koeman,Home,1
202,2250440,2,8,Robert Maaskant,1268,1,12,Maurice Steijn,Home,1
610,2250438,1,1,Frank de Boer,306,1,7,Marco van Basten,Home,0
306,2250447,0,7,Marco van Basten,1090,4,12,Gertjan Verbeek,Home,0
1090,2250434,6,13,Gertjan Verbeek,200,0,6,Jan Wouters,Home,1
235,2250436,1,15,Erwin Koeman,234,1,4,Ronald Koeman,Home,0
306,2250437,3,7,Marco van Basten,403,2,18,Jurgen Streppel,Home,1
1268,2250433,1,10,Maurice Steijn,317,3,5,Michel Jansen,Home,0
383,2250435,2,3,Dick Advocaat,610,3,1,Frank de Boer,Home,0
192,2250432,3,16,Ruud Brood,499,3,2,Fred Rutten,Home,0
1426,2250429,0,17,Ton Lokhoff,1269,2,14,Art Langeler,Home,0
132,2250430,2,11,Nebojsa Gudelj,467,0,9,Alex Pastoor,Home,1
610,2250425,4,1,Frank de Boer,1304,0,11,Peter Bosz,Home,1
202,2250428,3,10,Robert Maaskant,306,1,7,Marco van Basten,Home,1
467,2250427,1,8,Alex Pastoor,1090,1,14,Gertjan Verbeek,Home,0
200,2250426,1,6,Jan Wouters,1268,0,9,Maurice Steijn,Home,1
317,2250423,2,5,Michel Jansen,192,0,16,Ruud Brood,Home,1
403,2250422,1,18,Jurgen Streppel,383,3,2,Dick Advocaat,Home,0
2425,2283386,3,-1,Nuno Espírito Santo,336,0,-1,Frank Vercauteren,Home,1
499,2250424,3,3,Fred Rutten,132,0,12,Nebojsa Gudelj,Home,1
1304,2250431,0,12,Peter Bosz,202,2,8,Robert Maaskant,Home,0
234,2250420,1,4,Ronald Koeman,1426,0,17,Ton Lokhoff,Home,1
1304,2250419,1,10,Peter Bosz,1090,2,14,Gertjan Verbeek,Home,0
235,2250417,4,13,Erwin Koeman,1268,0,8,Maurice Steijn,Home,1
499,2250416,2,3,Fred Rutten,1269,1,15,Art Langeler,Home,1
192,2250415,2,16,Ruud Brood,383,2,2,Dick Advocaat,Home,0
306,2250411,2,7,Marco van Basten,234,0,4,Ronald Koeman,Home,1
200,2250413,2,6,Jan Wouters,1426,1,17,Ton Lokhoff,Home,1
403,2250412,1,18,Jurgen Streppel,202,2,11,Robert Maaskant,Home,0
317,2250414,1,5,Alfred Schreuder,132,1,12,Nebojsa Gudelj,Home,0
1090,2250410,2,14,Gertjan Verbeek,610,3,1,Frank de Boer,Home,0
1090,2250439,1,14,Gertjan Verbeek,383,3,2,Dick Advocaat,Home,0
234,2250408,2,3,Ronald Koeman,200,1,6,Jan Wouters,Home,1
132,2250407,4,11,Nebojsa Gudelj,403,0,18,Jurgen Streppel,Home,1
1268,2250404,0,7,Maurice Steijn,499,4,4,Fred Rutten,Home,0
383,2250403,2,2,Dick Advocaat,235,0,15,Erwin Koeman,Home,1
467,2250405,1,8,Alex Pastoor,306,3,9,Marco van Basten,Home,0
1269,2250402,3,13,Art Langeler,192,2,16,Ruud Brood,Home,1
610,2250418,4,1,Frank de Boer,467,1,9,Alex Pastoor,Home,1
317,2250400,0,6,Alfred Schreuder,499,1,4,Fred Rutten,Home,0
610,2250399,3,1,Frank de Boer,1269,0,15,Art Langeler,Home,1
200,2250395,1,5,Jan Wouters,235,0,13,Erwin Koeman,Home,1
1269,2250421,1,15,Art Langeler,235,1,13,Erwin Koeman,Home,0
306,2250462,2,8,Marco van Basten,200,4,5,Jan Wouters,Home,0
1090,2250394,1,14,Gertjan Verbeek,1268,1,7,Maurice Steijn,Home,0
403,2250397,1,18,Jurgen Streppel,1426,0,17,Ton Lokhoff,Home,1
132,2250464,5,12,Nebojsa Gudelj,192,3,16,Ruud Brood,Home,1
610,2250456,5,1,Frank de Boer,403,0,18,Jurgen Streppel,Home,1
1268,2250392,3,8,Maurice Steijn,1304,1,11,Peter Bosz,Home,1
235,2250389,2,13,Erwin Koeman,1090,1,15,Gertjan Verbeek,Home,1
202,2250393,1,11,Robert Maaskant,132,1,12,Nebojsa Gudelj,Home,0
467,2250391,0,7,Alex Pastoor,234,3,3,Ronald Koeman,Home,0
306,2250401,2,9,Marco van Basten,383,1,2,Dick Advocaat,Home,1
192,2250398,0,16,Ruud Brood,234,1,3,Ronald Koeman,Home,0
1269,2250386,2,14,Art Langeler,403,0,18,Jurgen Streppel,Home,1
132,2250385,1,12,Nebojsa Gudelj,306,2,9,Marco van Basten,Home,0
192,2250390,4,16,Ruud Brood,202,1,10,Robert Maaskant,Home,1
1090,2250382,0,13,Gertjan Verbeek,132,1,11,Nebojsa Gudelj,Home,0
200,2250376,4,6,Jan Wouters,192,0,16,Ruud Brood,Home,1
202,2250409,0,12,Robert Maaskant,317,3,5,Alfred Schreuder,Home,0
234,2250380,2,3,Ronald Koeman,383,1,1,Dick Advocaat,Home,1
1426,2250406,0,17,Ton Lokhoff,1304,2,10,Peter Bosz,Home,0
306,2250381,2,12,Marco van Basten,317,1,5,Steve McClaren,Home,1
1304,2250396,1,10,Peter Bosz,467,0,8,Alex Pastoor,Home,1
1304,2250379,3,10,Peter Bosz,499,5,4,Fred Rutten,Home,0
403,2250375,2,18,Jurgen Streppel,467,3,7,Alex Pastoor,Home,0
235,2250374,0,13,Erwin Koeman,610,2,2,Frank de Boer,Home,0
317,2250387,0,5,Alfred Schreuder,610,2,2,Frank de Boer,Home,0
383,2250388,2,1,Dick Advocaat,1426,0,17,Ton Lokhoff,Home,1
1269,2250371,3,15,Art Langeler,234,2,4,Ronald Koeman,Home,1
499,2250373,2,5,Fred Rutten,202,0,10,Robert Maaskant,Home,1
202,2250377,1,9,Robert Maaskant,1269,0,15,Art Langeler,Home,1
383,2250370,2,1,Dick Advocaat,200,1,6,Jan Wouters,Home,1
192,2250368,2,16,Ruud Brood,1090,2,11,Gertjan Verbeek,Home,0
467,2250366,1,7,Alex Pastoor,1426,2,17,Ton Lokhoff,Home,0
132,2250367,1,12,Nebojsa Gudelj,1304,1,9,Peter Bosz,Home,0
234,2250364,3,3,Ronald Koeman,1090,1,11,Gertjan Verbeek,Home,1
610,2250362,1,2,Frank de Boer,192,1,15,Ruud Brood,Home,0
1268,2250372,2,8,Maurice Steijn,306,1,14,Marco van Basten,Home,1
499,2250359,2,5,Fred Rutten,383,2,1,Dick Advocaat,Home,0
610,2250383,1,2,Frank de Boer,1268,1,8,Maurice Steijn,Home,0
1269,2250363,1,16,Art Langeler,317,1,4,Steve McClaren,Home,0
1304,2250360,4,9,Peter Bosz,403,1,18,Jurgen Streppel,Home,1
1268,2250357,2,8,Maurice Steijn,132,1,14,Nebojsa Gudelj,Home,1
202,2250358,2,10,Erwin van de Looi,235,1,12,Erwin Koeman,Home,1
317,2250354,2,3,Steve McClaren,200,4,5,Jan Wouters,Home,0
1426,2250353,0,17,Ton Lokhoff,610,3,2,Frank de Boer,Home,0
403,2250356,1,18,Jurgen Streppel,234,3,4,Ronald Koeman,Home,0
383,2250351,7,1,Dick Advocaat,1268,0,8,Maurice Steijn,Home,1
200,2250365,0,6,Jan Wouters,467,3,7,Alex Pastoor,Home,0
499,2250384,2,4,Fred Rutten,200,0,6,Jan Wouters,Home,1
235,2250348,0,11,Erwin Koeman,306,1,14,Marco van Basten,Home,0
192,2250349,3,15,Ruud Brood,1304,3,9,Peter Bosz,Home,0
467,2250346,2,7,Alex Pastoor,202,1,12,Robert Maaskant,Home,1
200,2250347,3,6,Jan Wouters,403,1,18,Jurgen Streppel,Home,1
499,2250344,3,4,Fred Rutten,610,2,3,Frank de Boer,Home,1
306,2250361,2,13,Marco van Basten,1426,2,17,Ton Lokhoff,Home,0
1304,2250340,1,11,Peter Bosz,383,5,1,Dick Advocaat,Home,0
235,2250343,0,10,Erwin Koeman,132,4,13,Nebojsa Gudelj,Home,0
1090,2250352,0,10,Gertjan Verbeek,202,1,12,Robert Maaskant,Home,0
1268,2250341,2,8,Maurice Steijn,192,2,16,Ruud Brood,Home,0
1426,2250339,1,17,Ton Lokhoff,1090,4,9,Gertjan Verbeek,Home,0
317,2250369,1,3,Steve McClaren,403,1,18,Jurgen Streppel,Home,0
1426,2250378,1,17,Ton Lokhoff,235,0,14,Erwin Koeman,Home,1
202,2250335,0,12,Robert Maaskant,200,2,6,Jan Wouters,Home,0
1269,2250342,1,14,Art Langeler,306,1,15,Marco van Basten,Home,0
1090,2250333,4,11,Gertjan Verbeek,499,1,5,Fred Rutten,Home,1
192,2250338,2,15,Ruud Brood,467,0,8,Alex Pastoor,Home,1
317,2250332,0,1,Steve McClaren,235,0,9,Erwin Koeman,Home,0
306,2250331,0,14,Marco van Basten,1304,1,10,Peter Bosz,Home,0
383,2250330,1,2,Dick Advocaat,1269,3,13,Art Langeler,Home,0
1426,2250329,2,16,Ton Lokhoff,192,4,15,Ruud Brood,Home,0
234,2250328,2,4,Ronald Koeman,202,1,11,Robert Maaskant,Home,1
610,2250337,3,3,Frank de Boer,234,0,4,Ronald Koeman,Home,1
132,2250350,3,13,Nebojsa Gudelj,1269,0,16,Art Langeler,Home,1
132,2250325,1,17,Nebojsa Gudelj,383,6,1,Dick Advocaat,Home,0
1304,2250323,1,10,Peter Bosz,1269,1,14,Art Langeler,Home,0
235,2250326,0,9,Erwin Koeman,403,0,18,Jurgen Streppel,Home,0
1268,2250324,2,8,Maurice Steijn,467,0,7,Alex Pastoor,Home,1
306,2250322,2,13,Marco van Basten,499,1,5,Fred Rutten,Home,1
403,2250320,2,18,Jurgen Streppel,610,4,3,Frank de Boer,Home,0
467,2250355,2,7,Alex Pastoor,499,1,6,Stanley Menzo,Home,1
234,2250345,0,5,Ronald Koeman,317,0,2,Steve McClaren,Home,0
200,2250327,0,6,Jan Wouters,610,0,3,Frank de Boer,Home,0
200,2250317,3,6,Jan Wouters,306,1,13,Marco van Basten,Home,1
234,2250319,3,5,Ronald Koeman,1268,2,9,Maurice Steijn,Home,1
467,2250316,1,7,Alex Pastoor,383,1,1,Dick Advocaat,Home,0
1269,2250313,1,15,Art Langeler,1090,2,12,Gertjan Verbeek,Home,0
317,2250312,3,2,Steve McClaren,1304,2,11,Peter Bosz,Home,1
383,2250311,3,1,Dick Advocaat,317,0,3,Steve McClaren,Home,1
1426,2250309,3,15,Ton Lokhoff,499,1,2,Fred Rutten,Home,1
132,2250308,2,16,Nebojsa Gudelj,234,2,5,Ronald Koeman,Home,0
202,2250314,0,10,Robert Maaskant,1426,0,14,Ton Lokhoff,Home,0
306,2250307,4,13,Marco van Basten,192,4,17,Ruud Brood,Home,0
610,2250306,2,4,Frank de Boer,202,0,11,Robert Maaskant,Home,1
1268,2250305,1,9,Maurice Steijn,1269,1,14,Art Langeler,Home,0
1304,2250303,1,10,Peter Bosz,200,1,6,Jan Wouters,Home,0
192,2250315,0,17,Ruud Brood,132,0,16,Nebojsa Gudelj,Home,0
499,2250302,3,2,Fred Rutten,192,0,17,Ruud Brood,Home,1
1090,2250321,0,12,Gertjan Verbeek,317,3,2,Steve McClaren,Home,0
132,2250334,1,16,Nebojsa Gudelj,1426,0,17,Ton Lokhoff,Home,1
200,2250301,2,6,Jan Wouters,1090,1,12,Gertjan Verbeek,Home,1
467,2250299,1,7,Alex Pastoor,132,1,15,Nebojsa Gudelj,Home,0
234,2250296,2,5,Ronald Koeman,235,0,11,Erwin Koeman,Home,1
610,2250298,3,4,Frank de Boer,383,1,3,Dick Advocaat,Home,1
317,2250295,2,1,Steve McClaren,1268,0,8,Maurice Steijn,Home,1
1269,2250294,0,14,Art Langeler,1426,0,16,Ton Lokhoff,Home,0
499,2250318,2,4,Fred Rutten,235,2,8,Erwin Koeman,Home,0
1090,2250291,0,12,Gertjan Verbeek,234,2,5,Ronald Koeman,Home,0
383,2250290,1,1,Dick Advocaat,499,2,3,Fred Rutten,Home,0
192,2250289,1,16,Ruud Brood,610,2,4,Frank de Boer,Home,0
403,2250288,2,18,Jurgen Streppel,1304,2,9,Peter Bosz,Home,0
1090,2250310,0,12,Gertjan Verbeek,403,0,18,Jurgen Streppel,Home,0
403,2250336,1,18,Jurgen Streppel,1268,1,7,Maurice Steijn,Home,0
235,2250304,2,8,Erwin Koeman,467,0,7,Alex Pastoor,Home,1
132,2250285,0,15,Nebojsa Gudelj,1268,3,8,Maurice Steijn,Home,0
235,2250287,1,10,Erwin Koeman,202,1,11,Robert Maaskant,Home,0
234,2250283,3,5,Ronald Koeman,403,0,18,Jurgen Streppel,Home,1
317,2250293,2,2,Steve McClaren,1269,2,14,Art Langeler,Home,0
200,2250282,1,6,Jan Wouters,317,1,2,Steve McClaren,Home,0
202,2250280,1,11,Robert Maaskant,1090,1,12,Gertjan Verbeek,Home,0
1269,2250278,2,14,Art Langeler,132,0,15,Adrie Bogers,Home,1
1304,2250284,5,8,Peter Bosz,192,1,16,Ruud Brood,Home,1
306,2250277,0,13,Marco van Basten,235,2,9,Erwin Koeman,Home,0
1268,2250276,1,10,Maurice Steijn,383,6,1,Dick Advocaat,Home,0
1269,2250274,2,17,Art Langeler,610,4,4,Frank de Boer,Home,0
234,2250272,5,5,Ronald Koeman,192,2,15,Ruud Brood,Home,1
499,2250271,0,3,Fred Rutten,317,0,2,Steve McClaren,Home,0
467,2250270,3,7,Alex Pastoor,1304,2,9,Peter Bosz,Home,1
1268,2250273,2,8,Maurice Steijn,1090,2,12,Gertjan Verbeek,Home,0
1426,2250269,4,16,Ton Lokhoff,403,1,18,Jurgen Streppel,Home,1
499,2250281,4,3,Fred Rutten,467,1,7,Alex Pastoor,Home,1
235,2250268,4,11,Erwin Koeman,200,0,6,Jan Wouters,Home,1
132,2250267,0,14,Adrie Bogers,202,1,10,Robert Maaskant,Home,0
202,2250300,2,9,Robert Maaskant,1304,0,10,Peter Bosz,Home,1
317,2250265,3,1,Steve McClaren,234,0,6,Ronald Koeman,Home,1
383,2250275,5,1,Dick Advocaat,306,1,13,Marco van Basten,Home,1
1090,2250261,1,11,Gertjan Verbeek,1426,2,18,Ton Lokhoff,Home,0
202,2250263,1,12,Robert Maaskant,467,2,7,Alex Pastoor,Home,0
383,2250262,4,2,Dick Advocaat,1304,0,9,Peter Bosz,Home,1
403,2250297,3,18,Jurgen Streppel,306,1,13,Marco van Basten,Home,1
192,2250258,0,15,Ruud Brood,1268,0,8,Maurice Steijn,Home,0
499,2250257,1,3,Fred Rutten,1090,2,10,Gertjan Verbeek,Home,0
235,2250256,0,13,Erwin Koeman,317,1,1,Steve McClaren,Home,0
1304,2250255,6,7,Peter Bosz,306,3,12,Marco van Basten,Home,1
1269,2250254,1,15,Art Langeler,383,2,2,Dick Advocaat,Home,0
610,2250279,2,4,Frank de Boer,1426,0,17,Ton Lokhoff,Home,1
234,2250253,2,5,Ronald Koeman,610,2,4,Frank de Boer,Home,0
1426,2250252,1,18,Ton Lokhoff,132,4,16,Adrie Bogers,Home,0
467,2250286,2,7,Alex Pastoor,200,0,6,Jan Wouters,Home,1
1268,2250250,2,8,Maurice Steijn,403,0,17,Jurgen Streppel,Home,1
200,2250249,1,6,Jan Wouters,202,0,11,Robert Maaskant,Home,1
467,2250251,0,9,Alex Pastoor,192,0,14,Ruud Brood,Home,0
235,2250248,1,12,Erwin Koeman,1269,2,15,Art Langeler,Home,0
306,2250246,3,11,Marco van Basten,202,0,10,Robert Maaskant,Home,1
1268,2250245,1,8,Maurice Steijn,200,2,6,Jan Wouters,Home,0
306,2250264,2,10,Marco van Basten,1269,1,16,Art Langeler,Home,1
383,2250243,3,2,Dick Advocaat,403,2,16,Jurgen Streppel,Home,1
132,2250242,0,17,John Karelse,499,3,3,Fred Rutten,Home,0
192,2250241,1,14,Ruud Brood,317,1,1,Steve McClaren,Home,0
1304,2250240,3,9,Peter Bosz,610,3,4,Frank de Boer,Home,0
202,2250238,2,8,Robert Maaskant,234,2,5,Ronald Koeman,Home,0
1426,2250247,2,18,Ton Lokhoff,234,3,5,Ronald Koeman,Home,0
383,2250237,4,2,Dick Advocaat,132,0,17,John Karelse,Home,1
132,2250266,2,13,Adrie Bogers,235,1,14,Erwin Koeman,Home,1
610,2250259,0,5,Frank de Boer,499,2,3,Fred Rutten,Home,0
1426,2250292,1,17,Ton Lokhoff,306,1,13,Marco van Basten,Home,0
403,2250260,1,17,Jurgen Streppel,200,5,4,Jan Wouters,Home,0
467,2250231,1,12,Alex Pastoor,1268,1,7,Maurice Steijn,Home,0
610,2250235,1,4,Frank de Boer,200,1,6,Jan Wouters,Home,0
1426,2250230,0,18,Ton Lokhoff,383,6,3,Dick Advocaat,Home,0
202,2250229,3,9,Robert Maaskant,192,2,16,Ruud Brood,Home,1
403,2250228,0,17,Jurgen Streppel,1269,1,14,Art Langeler,Home,0
1090,2250227,3,10,Gertjan Verbeek,235,3,8,Erwin Koeman,Home,0
610,2250226,1,4,Frank de Boer,317,0,1,Steve McClaren,Home,1
317,2250239,3,1,Steve McClaren,1090,0,11,Gertjan Verbeek,Home,1
403,2250232,1,15,Jurgen Streppel,235,0,10,Erwin Koeman,Home,1
192,2250234,3,14,Ruud Brood,1426,0,18,Ton Lokhoff,Home,1
306,2250222,2,13,Marco van Basten,132,0,15,John Karelse,Home,1
383,2250221,3,4,Dick Advocaat,234,0,6,Ronald Koeman,Home,1
132,2250220,2,13,John Karelse,1090,1,9,Gertjan Verbeek,Home,1
234,2250223,5,5,Ronald Koeman,467,1,11,Alex Pastoor,Home,1
1304,2250225,3,12,Peter Bosz,1268,3,7,Maurice Steijn,Home,0
467,2250216,0,10,Alex Pastoor,403,0,17,Jurgen Streppel,Home,0
499,2250219,1,2,Fred Rutten,1304,1,12,Peter Bosz,Home,0
1090,2250244,0,13,Gertjan Verbeek,467,2,7,Alex Pastoor,Home,0
1269,2250214,1,18,Art Langeler,202,2,11,Robert Maaskant,Home,0
200,2250224,1,6,Jan Wouters,499,2,2,Fred Rutten,Home,0
235,2250215,1,8,Erwin Koeman,1426,1,15,Ton Lokhoff,Home,0
200,2250211,1,8,Jan Wouters,383,0,5,Dick Advocaat,Home,1
1090,2250210,4,7,Gertjan Verbeek,192,0,12,Ruud Brood,Home,1
499,2250236,3,3,Fred Rutten,306,3,13,Marco van Basten,Home,0
234,2250208,2,4,Ronald Koeman,1269,0,17,Art Langeler,Home,1
202,2250212,0,13,Robert Maaskant,499,3,2,Fred Rutten,Home,0
306,2250206,1,14,Marco van Basten,1268,3,6,Maurice Steijn,Home,0
403,2250205,2,18,Jurgen Streppel,317,6,1,Steve McClaren,Home,0
306,2250203,2,13,Marco van Basten,610,2,4,Frank de Boer,Home,0
610,2250204,2,3,Frank de Boer,235,0,9,Erwin Koeman,Home,1
383,2250202,5,3,Dick Advocaat,1090,1,10,Gertjan Verbeek,Home,1
1269,2250233,0,16,Art Langeler,1304,3,9,Peter Bosz,Home,0
499,2250200,1,2,Fred Rutten,234,0,6,Ronald Koeman,Home,1
132,2250199,1,17,John Karelse,200,1,9,Jan Wouters,Home,0
1269,2250197,0,16,Art Langeler,467,4,7,Alex Pastoor,Home,0
1426,2250207,2,15,Ton Lokhoff,467,2,10,Alex Pastoor,Home,0
317,2250201,1,1,Steve McClaren,1426,0,18,Ton Lokhoff,Home,1
1268,2250195,0,8,Maurice Steijn,202,1,12,Robert Maaskant,Home,0
235,2250198,1,5,Erwin Koeman,1304,1,14,Peter Bosz,Home,0
202,2250194,1,16,Robert Maaskant,383,3,6,Dick Advocaat,Home,0
192,2250213,0,14,Ruud Brood,200,1,5,Jan Wouters,Home,0
1304,2250189,1,14,Peter Bosz,234,2,5,Ronald Koeman,Home,0
1268,2250217,1,7,Maurice Steijn,610,1,3,Frank de Boer,Home,0
1426,2250188,2,15,Ton Lokhoff,1268,4,7,Maurice Steijn,Home,0
610,2250190,5,2,Frank de Boer,132,0,17,John Karelse,Home,1
1090,2250191,0,8,Gertjan Verbeek,306,0,13,Marco van Basten,Home,0
235,2250186,1,4,Erwin Koeman,192,0,18,Ruud Brood,Home,1
467,2250185,1,9,Alex Pastoor,610,6,2,Frank de Boer,Home,0
317,2250218,1,1,Steve McClaren,306,0,16,Marco van Basten,Home,1
403,2250192,0,12,Jurgen Streppel,499,2,3,Fred Rutten,Home,0
200,2250187,1,9,Jan Wouters,1269,1,11,Art Langeler,Home,0
1090,2250183,3,3,Gertjan Verbeek,1304,1,14,Peter Bosz,Home,1
1426,2250180,1,15,Ton Lokhoff,200,3,8,Jan Wouters,Home,0
132,2250178,0,12,John Karelse,317,1,1,Steve McClaren,Home,0
467,2250193,1,10,Alex Pastoor,317,3,1,Steve McClaren,Home,0
1269,2250179,0,13,Art Langeler,499,1,5,Fred Rutten,Home,0
610,2250176,2,6,Frank de Boer,1090,2,7,Gertjan Verbeek,Home,0
499,2250174,2,5,Fred Rutten,1268,2,8,Maurice Steijn,Home,0
317,2250173,4,1,Steve McClaren,202,1,18,Robert Maaskant,Home,1
200,2250172,0,16,Jan Wouters,234,1,4,Ronald Koeman,Home,0
1304,2250171,1,13,Peter Bosz,1426,1,14,Ton Lokhoff,Home,0
1304,2250209,2,11,Peter Bosz,132,1,16,John Karelse,Home,1
383,2250177,5,7,Dick Advocaat,192,0,18,Ruud Brood,Home,1
403,2250168,1,11,Jurgen Streppel,132,1,9,John Karelse,Home,0
354,2224954,2,8,Harm van Veldhoven,3508,3,2,Francky Dury,Home,0
234,2250181,1,6,Ronald Koeman,306,1,16,Marco van Basten,Home,0
202,2250182,1,17,Robert Maaskant,403,1,11,Jurgen Streppel,Home,0
601,2224951,0,9,Hein Vanhaezebrouck,2727,0,10,Ronny Van Geneugden,Home,0
235,2250169,3,3,Erwin Koeman,383,2,15,Dick Advocaat,Home,1
566,2224947,3,15,Jacky Mathijssen,520,1,16,Foeke Booy,Home,1
